,Species,Family,Common_name,Locality,Status,Extinct
202,vulpecula,Phalangeridae,Common Brushtail,"Australia, New South Wales, Sydney.",Lower risk,False
203,squamicaudata,Phalangeridae,Scaly-tailed Possum,"Australia, Western Australia, Wyndham.",Lower risk,False
204,lemuroides,Pseudocheiridae,Lemur-like Ringtail,"Australia, North Queensland.",Lower risk,False
205,volans,Pseudocheiridae,Greater Glider,"Australia, New South Wales, Sydney.",Lower risk,False
206,dahli,Pseudocheiridae,Rock-haunting ringtail,"Australia, Northern Territory, Mary River.",Lower risk,False
207,peregrinus,Pseudocheiridae,Common Ringtail,"Australia, Queensland, Endeavour River.",Lower risk,False
208,canescens,Pseudocheiridae,Lowland Ringtail,"Indonesia, Prov. of Papua (= Irian Jaya), Fakfak Div., Triton Bay.",Data Deficiency,False
209,caroli,Pseudocheiridae,Weyland Ringtail,"Indonesia, Prov. of Papua (= Irian Jaya), Paniai Div., Weyland Range, Menoo Valley, Mt. Kunupi, 1830 m.",Data Deficiency,False
210,cinereus,Pseudocheiridae,Cinereous Ringtail,"Australia, Queensland, Mt. Spurgeon.",Lower risk,False
211,forbesi,Pseudocheiridae,Painted Ringtail,"Papua New Guinea, Central Prov., Astrolabe Range, near Port Moresby, Sogeri, 458 m.",Lower risk,False
212,herbertensis,Pseudocheiridae,Herbert River Ringtail,"Australia, Queensland, Herbert Vale.",Lower risk,False
213,larvatus,Pseudocheiridae,Masked Ringtail,"Papua New Guinea, Huon Peninsula, Rawlinson Mtns.",Common.,False
214,mayeri,Pseudocheiridae,Pygmy Ringtail,"Indonesia, Prov. of Papua (= Irian Jaya), Paniai Div., Weyland Range, Gebroeders Mtns, 1830 m.",Lower risk,False
215,schlegeli,Pseudocheiridae,Vogelkop Ringtail,"Indonesia, Prov. of Papua (= Irian Jaya), Vogelkop, Manokwari Div., Arfak Mtns.",Data Deficiency,False
216,albertisii,Pseudocheiridae,DAlbertis Ringtail,"Indonesia, Prov. of Papua (= Irian Jaya), Vogelkop, Manokwari Div., Arfak Mtns, Hatam, 1520 m.",Vulnerable,False
217,archeri,Pseudocheiridae,Green Ringtail,"Australia, N Queensland, Herbert River District.",Lower risk,False
218,corinnae,Pseudocheiridae,Plush-coated Ringtail,"Papua New Guinea, Central Prov., upper Vanapa River.",Vulnerable,False
219,coronatus,Pseudocheiridae,Reclusive Ringtail,"Indonesia, Prov. of Papua (= Irian Jaya), Vogelkop, Arfak Mtns, 2000 m.",Lower risk,False
220,cupreus,Pseudocheiridae,Coppery Ringtail,"Papua New Guinea, Owen Stanley Range.",Lower risk,False
221,megalura,Petauridae,Great-tailed Triok,"Indonesia, Prov. of Papua (= Irian Jaya), Paniai Div., Weyland Range, Gebroeders Mtns.",Vulnerable,False
222,palpator,Petauridae,Long-fingered Triok,"""South coast of New Guinea"".",Lower risk,False
223,tatei,Petauridae,Tates Triok,"Papua New Guinea, Milne Bay Prov., Fergusson Isl, Faralulu Dist., mountains above Taibutu Village, 610-915 m.",Endangered,False
224,trivirgata,Petauridae,Striped Possum,"Indonesia, Aru Isls.",Lower risk,False
225,leadbeateri,Petauridae,Leadebeaters Possum,"Australia, Victoria, Bass River.",Endangered,False
226,abidi,Petauridae,Northern Glider,"Papua New Guinea, West Sepik Prov., Mt. Somoro, 325'S, 14205'E.",Vulnerable,False
227,australis,Petauridae,Yellow-bellied Glider,"Australia, New South Wales, Sydney.",Lower risk,False
228,biacensis,Petauridae,Biak Glider,"Indonesia, Prov. of Papua (= Irian Jaya), Biak Isl, Korrido.",Lower risk,False
229,breviceps,Petauridae,Sugar Glider,"Australia, New South Wales.",Lower risk,False
230,gracilis,Petauridae,Ebony Glider,"Australia, Queensland, Cardwell region.",Endangered,False
231,norfolcensis,Petauridae,Squirrel Glider,"Australia, New South Wales, Sydney.",Lower risk,False
232,rostratus,Tarsipedidae,Honey possum,"Australia, Western Australia, King George Sound (Albany), see Gray (1842).",Lower risk,False
233,pygmaeus,Acrobatidae,Feather-tailed Glider,"Australia, New South Wales, Sydney.",Lower risk,False
234,pennatus,Acrobatidae,Feather-tailed Possum,"Indonesia, Prov. of Papua (= Irian Jaya), Vogelkop, Manokwari Div., ""Andai"" (Probably = Arfak Mtns, Hatam, 1520 m). See Van der Feen (1962:52).",Lower risk,False
235,moschatus,Hypsiprymnodontidae,Musky Rat-kangaroo,"Australia, Queensland, Rockingham Bay.",Lower risk,False
236,rufescens,Potoroidae,Rufous Rat-kangaroo,"Australia, New South Wales.",Lower risk,False
237,gaimardi,Potoroidae,Eastern Bettong,"Australia, New South Wales, Port Jackson.",Lower risk,False
238,lesueur,Potoroidae,Boodie,"Australia, Western Australia, Dirk Hartog Isl (Shark Bay).",Endangered,False
239,penicillata,Potoroidae,Woylie,"Australia, New South Wales.",Lower risk,False
240,tropica,Potoroidae,Northern Bettong,"Australia, Queensland, Mt. Spurgeon.",Endangered,False
241,campestris,Potoroidae,Desert Rat-kangaroo,"Australia, South Australia.",Endangered,False
242,gilbertii,Potoroidae,Gilberts Potoroo,"Australia, Western Australia, King George Sound.",Endangered,False
243,longipes,Potoroidae,Long-footed Potoroo,"Australia, Victoria, Bellbird Creek, 32 km E Orbost.",Endangered,False
244,platyops,Potoroidae,Broad-faced Potoroo,"Australia, Western Australia, Swan River, L. Walyormouring.",Extinct,False
245,tridactylus,Potoroidae,Long-nosed Potoroo,"Australia, New South Wales, Sydney.",Lower risk,False
246,fasciatus,Macropodidae,Banded Hare-wallaby,"Australia, Western Australia, Bernier Isl (Shark Bay).",Endangered,False
247,bennettianus,Macropodidae,Bennetts Tree-kangaroo,"Australia, Queensland, Daintree River.",Lower risk,False
248,dorianus,Macropodidae,Dorias Tree-kangaroo,"Papua New Guinea, ""ranges behind Mt. Astrolabe.""",Vulnerable,False
249,goodfellowi,Macropodidae,Goodfellows Tree-kangaroo,"Papua New Guinea, Owen Stanley Range, vic. Mt. Obree, 8000 ft. (2438 m).",Endangered,False
250,inustus,Macropodidae,Grizzled Tree-kangaroo,"Indonesia, Prov. of Papua (= Irian Jaya), Fakfak Div., Lobo Dist., near Triton Bay, Mt. Lamantsjieri.",Data Deficiency,False
251,lumholtzi,Macropodidae,Lumholtzs Tree-kangaroo,"Australia, Queensland, Herbert Vale.",Lower risk,False
252,matschiei,Macropodidae,Huon Tree-kangaroo,"Papua New Guinea, Morobe Prov., Rawlinson Mtns.",Endangered,False
253,mbaiso,Macropodidae,Dingiso,"Indonesia, Prov. of Papua (= Irian Jaya), Tembagapura area, 3250-3500 m on the south slopes of Gunung (=Mt.) Ki (04S05S, 13706E).",Vulnerable,False
254,pulcherrimus,Macropodidae,Golden-mantled Tree-kangaroo,"Papua New Guinea, West Sepik Prov., near Sibilanga, Kukumbau area on Mt. Sapau, 1120 m (332'S, 14231'E).",Endangered,False
255,scottae,Macropodidae,Tenkile,"Papua New Guinea, West Sepik Prov., Torricelli Mtns, Sweipini, 1400 m (323'S, 14206'E).",Endangered,False
256,spadix,Macropodidae,Lowlands Tree-kangaroo,"Papua New Guinea, Western Division, between Bamu, upper Awarra and Strickland Rivers.",Data Deficiency,False
257,stellarum,Macropodidae,Seris Tree-kangaroo,"Papua New Guinea, Western Prov., western end of Dokfuma basin, Star Mtns, 3000 m (501'S, 14107'E).",Unknown.,False
258,ursinus,Macropodidae,Ursine Tree-kangaroo,"Indonesia, Prov. of Papua (= Irian Jaya), Fakfak Div., Lobo Dist., near Triton Bay, Mt. Lamantsjieri.",Data Deficiency,False
259,atrata,Macropodidae,Black Dorcopsis,"Papua New Guinea, Milne Bay Prov., Goodenough Isl, E slopes, near ""Top Camp"", about 1600 m.",Endangered,False
260,hageni,Macropodidae,White-striped Dorcopsis,"Papua New Guinea, Madang Prov., near Astrolabe Bay, Stefansort.",Lower risk,False
261,luctuosa,Macropodidae,Grey Dorcopsis,"""Southeast of New Guinea"".",Lower risk,False
262,muelleri,Macropodidae,Brown Dorcopsis,"Indonesia, Prov. of Papua (= Irian Jaya), Vogelkop, Manokwari Div., Dorei (= Manokwari), Lobo Bay.",Lower risk,False
263,macleayi,Macropodidae,Macleays Dorcopsis,"Papua New Guinea, Central Prov., ""inland from Port Moresby"".",Vulnerable,False
264,vanheurni,Macropodidae,Small Dorcopsis,"Indonesia, Prov. of Papua (= Irian Jaya), Djajawidjaja Div., Doormanpad-bivak (330'S, 13830'E), 1410 m.",Lower risk,False
265,asomatus,Macropodidae,Lake Mackay Hare-wallaby,"Australia, Northern Territory, between Mt. Farewell and Lake Mackay.",Extinct,False
266,conspicillatus,Macropodidae,Spectacled Hare-wallaby,"Australia, Western Australia, Barrow Isl.",Lower risk,False
267,hirsutus,Macropodidae,Rufous Hare-wallaby,"Australia, Western Australia, York district.",Endangered,False
268,leporides,Macropodidae,Eastern Hare-wallaby,"Australia, interior New South Wales.",Extinct,False
269,agilis,Macropodidae,Agile Wallaby,"Australia, Northern Territory, Port Essington.",Lower risk,False
270,antilopinus,Macropodidae,Antilopine Kangaroo,"Australia, Northern Territory, Port Essington.",Lower risk,False
271,bernardus,Macropodidae,Woodwards Wallaroo,"Australia, Northern Territory, head of South Alligator River.",Lower risk,False
272,dorsalis,Macropodidae,Black-striped Wallaby,"Australia, New South Wales, probably interior (Namoi Hills), according to Iredale and Troughton (1934).",Lower risk,False
273,eugenii,Macropodidae,Tammar Wallaby,"Australia, South Australia, Nuyt's Arch., St. Peter's Isl.",Lower risk,False
274,fuliginosus,Macropodidae,Western Grey Kangaroo,"Australia, South Australia, Kangaroo Isl.",Lower risk,False
275,giganteus,Macropodidae,Eastern Grey Kangaroo,"Australia, Queensland, Cooktown (= ""New Holland""), King's Plains.",Lower risk,False
276,greyi,Macropodidae,Toolache Wallaby,"Australia, South Australia, Coorong.",Extinct,False
277,irma,Macropodidae,Western Brush Wallaby,"Australia, Western Australia, Swan River.",Lower risk,False
278,parma,Macropodidae,Parma Wallaby,"Australia, New South Wales.",Lower risk,False
279,parryi,Macropodidae,Pretty-faced Wallaby,"Australia, New South Wales, Stroud (near Port Stephens).",Lower risk,False
280,robustus,Macropodidae,Wallaroo,"Australia, New South Wales, interior (summit of mountains).",Lower risk,False
281,rufogriseus,Macropodidae,Red-necked Wallaby,"Australia, Tasmania, King Isl.",Lower risk,False
282,rufus,Macropodidae,Red Kangaroo,"Australia, New South Wales, Blue Mtns.",Lower risk,False
283,fraenata,Macropodidae,Bridled Nail-tail Wallaby,"Australia, New South Wales, interior.",Endangered,False
284,lunata,Macropodidae,Crescent Nail-tail Wallaby,"Australia, Western Australia, coast.",Endangered,False
285,unguifera,Macropodidae,Northern Nail-tail Wallaby,"Australia, Western Australia, Derby (King Sound).",Lower risk,False
286,assimilis,Macropodidae,Allied Rock-wallaby,"Australia, Queensland, Palm Isl.",Lower risk,False
287,brachyotis,Macropodidae,Short-eared Rock-wallaby,"Australia, Western Australia, Hanover Bay.",Lower risk,False
288,burbidgei,Macropodidae,Monjon,"Australia, Western Australia, Mitchell Plateau, Crystal Creek (1430'S, 12547'20""E).",Lower risk,False
289,coenensis,Macropodidae,Cape York Rock-wallaby,"Australia, Queensland, ""Twin Humps"", 1347S, 14304E, north of Coen.",Lower risk,False
290,concinna,Macropodidae,Nabarlek,"Australia, Western Australia, Wyndham.",Lower risk,False
291,godmani,Macropodidae,Godmans Rock-wallaby,"Australia, Queensland, Cooktown (Black Mtn).",Lower risk,False
292,herberti,Macropodidae,Herberts Rock-wallaby,"Australia, Queensland, Eidsvold, Burnett River.",Lower risk,False
293,inornata,Macropodidae,Unadorned Rock-wallaby,"Australia, Queensland, Cape Upstart.",Lower risk,False
294,lateralis,Macropodidae,Black-flanked Rock-wallaby,"Australia, Western Australia, Swan River.",Vulnerable,False
295,mareeba,Macropodidae,Mareeba Rock-wallaby,"Australia, Queensland, Mungana Trucking Yards, 16 km west of Chillagoe, 1706S, 14423E.",Localized.,False
296,penicillata,Macropodidae,Brush-tailed Rock-wallaby,"Australia, New South Wales, Sydney.",Vulnerable,False
297,persephone,Macropodidae,Proserpine Rock-wallaby,"Australia, Queensland, 9.6 km north of Proserpine, base of Mt. Dryander, 2019'S, 14833'E.",Endangered,False
298,purpureicollis,Macropodidae,Purple-necked Rock-wallaby,"Australia, NW Queensland, Dajarra.",Uncertain.,False
299,rothschildi,Macropodidae,Rothschilds Rock-wallaby,"Australia, Western Australia, Cossack.",Lower risk,False
300,sharmani,Macropodidae,Mt. Claro Rock-wallaby,"Australia, Queensland, Mt. Claro, 1852S, 14544S.",Lower risk,False
301,xanthopus,Macropodidae,Yellow-footed Rock-wallaby,"Australia, South Australia, Flinders Range.",Lower risk,False
302,brachyurus,Macropodidae,Quokka,"Australia, Western Australia, King George Sound (Albany).",Endangered,False
303,billardierii,Macropodidae,Tasmanian Pademelon,"Australia, Tasmania.",Lower risk,False
304,browni,Macropodidae,Browns Pademelon,"Papua New Guinea, New Ireland.",Vulnerable,False
305,brunii,Macropodidae,Dusky Pademelon,"Indonesia, Aru Isls.",Vulnerable,False
306,calabyi,Macropodidae,Calabys Pademelon,"Papua New Guinea, Central Province, Mt. Albert Edward, 3000 m on south side of Neon Basin.",Endangered,False
307,lanatus,Macropodidae,Mountain Pademelon,"Papua New Guinea, Saruwaged Mtns, 3600 m.",Vulnerable,False
308,stigmatica,Macropodidae,Red-legged Pademelon,"Australia, Queensland, Point Cooper (N of Rockingham Bay).",Lower risk,False
309,thetis,Macropodidae,Red-necked Pademelon,"Australia, New South Wales, Sydney.",Lower risk,False
310,bicolor,Macropodidae,Swamp Wallaby,Unknown.,Lower risk,False
311,aurita,Tenrecidae,Large-eared Tenrec,"Madagascar, Mouroundava [Morondava].",Lower risk,False
312,mergulus,Tenrecidae,Web-footed Tenrec,"Madagascar, Imasindrary, NE Betsileo.",Endangered,False
313,brevicaudata,Tenrecidae,Short-tailed Shrew Tenrec,"""Environs de Mahanara,  75 km environ au sud de Vohmar, sur la cte nord-est de Madagascar"" [Maharana River, 78 km S of Iharana [Vohimarina], Antsiranana, Antalaha, Madagascar (MacPhee, 1987)].",Lower risk,False
314,cowani,Tenrecidae,Cowan's Shrew Tenrec,"Ankfana forest, E Betsileo [Ankafina, Fianarantsoa, Fianarantsoa Province, 2112S 4712E (Carleton and Schmidt, 1990; MacPhee, 1987)].",Lower risk,False
315,dobsoni,Tenrecidae,Dobson's Shrew Tenrec,"Nandsen forest, C Betsileo. [Nandihizana, c. 20 miles (30 km) SSW of Ambositra, see MacPhee, 1987; c. 2050S 4710E, see Jenkins et al., 1996.]",Lower risk,False
316,dryas,Tenrecidae,Dryad Shrew Tenrec,"Site 1, Ambatovaky Special Reserve, NE Madagascar, in primary rainforest, between 600-750 m, 1651'S, 4908'E.",Endangered,False
317,gracilis,Tenrecidae,Gracile Shrew Tenrec,"Ambohimitombo forest, Madagascar [Ambohimitombo town, 43 km by road SE of Ambositra, 10 km into eastern forest, Fianarantsoa, 2043S 4726E (MacPhee, 1987)].",Vulnerable,False
318,longicaudata,Tenrecidae,Lesser Long-tailed Shrew Tenrec,"Ankfana forest, E Betsileo, Madagascar [Ankafina, Fianarantsoa, Fianarantsoa Province, 2112S 4712E (see MacPhee, 1987; Carleton and Schmidt, 1990)].",Lower risk,False
319,parvula,Tenrecidae,Pygmy Shrew Tenrec,"""Environs de Diego Suarez, extrme-nord de Madagascar."" [Antsiranana, c. 1216S 4918E (MacPhee, 1987)].",Endangered,False
320,principula,Tenrecidae,Greater Long-tailed Shrew Tenrec,"""Midongy-du-Sud, South-east Madagascar"" [Midongy Atsimo, Fianarantsoa, Farafangana, 2335S 4701E (MacPhee, 1987)].",Endangered,False
321,pusilla,Tenrecidae,Least Shrew Tenrec,"Forest of the Independent Tanala of Ikongo, in the neighbourhood of Vinanitelo [50 km SE of Fianarantsoa town and 10 km SSE of Vohitrafeno town, W margin of E forest, Fianarantsoa, Fianarantsoa Province, Madagascar, 2145S 4717E (MacPhee, 1987)].",Lower risk,False
322,talazaci,Tenrecidae,Talazac's Shrew Tenrec,"""Forest of the Independent Tanala of Ikongo, in the neighbourhood of Vinanitelo, one days journey south of Fianarantsoa"" [50 km SE of Fianarantsoa town and 10 km SSE of Vohitrafeno town, W margin of E forest, Fianarantsoa, Fianarantsoa Province, Madagascar, 2145S 4717E (MacPhee, 1987)].",Lower risk,False
323,thomasi,Tenrecidae,Thomas's Shrew Tenrec,"Ampitamb forest (NE Betsileo, Madagascar) [Locality uncertain, discussed by MacPhee (1987) and Carleton and Schmidt (1990); c. 2022S 4746E, see Carleton and Schmidt (1990)].",Vulnerable,False
324,hova,Tenrecidae,Mole-like Rice Tenrec,"""Ankaye et Antsianak"" [Ankay, along the Mangoro River, near Lac Alaotra and Antsianaka, region E of Lac Alaotra, Madagascar (Viette, 1991)].",Lower risk,False
325,tetradactylus,Tenrecidae,Four-toed Rice Tenrec,"""Du plateau dEmirne"" [Imerina, Madagascar (Viette, 1991)].",Lower risk,False
326,lamottei,Tenrecidae,Nimba Otter Shrew,"""Zila, dans une savane au pied du Nimba, altitude 550 m."" [Zila, Mount Nimba, Guinea].",Endangered,False
327,ruwenzorii,Tenrecidae,Ruwenzori Otter Shrew,"""Rivire Talya,  Mutsora (station du Parc National Albert), contreforts occidentaux du massif Ruwenzori, altitudes 1100  1200 m."" [Mutsora, Talya River, W slopes of Mt. Ruwenzori, Dem. Rep. Congo].",Endangered,False
328,velox,Tenrecidae,Giant Otter Shrew,"""Mountains of the interior, or in the hilly country  north and south of the equator, Equatorial Africa"" [Gabon].",Endangered,False
329,telfairi,Tenrecidae,Lesser Hedgehog Tenrec,Madagascar.,Lower risk,False
330,semispinosus,Tenrecidae,Lowland Streaked Tenrec,Madagascar.,Lower risk,False
331,setosus,Tenrecidae,Greater Hedgehog Tenrec,Madagascar.,Lower risk,False
332,ecaudatus,Tenrecidae,Tail-less Tenrec,Madagascar.,Lower risk,False
333,arendsi,Chrysochloridae,Arends Golden Mole,"E escarpment of Zimbabwe, Inyanga, Pungwe Falls.",Lower risk,False
334,duthieae,Chrysochloridae,Duthies Golden Mole,"South Africa, Western Cape Prov., Knysna.",Vulnerable,False
335,sclateri,Chrysochloridae,Sclaters Golden Mole,"South Africa, Western Cape Prov., Beaufort West.",Vulnerable,False
336,asiatica,Chrysochloridae,Cape Golden Mole,"""In Sibiria""; usually taken as Cape of Good Hope, South Africa. See Ellerman et al. (1953).",Lower risk,False
337,stuhlmanni,Chrysochloridae,Stuhlmanns Golden Mole,"Uganda, Ruwenzori region, ""Ukondjo und Kinyawanga"".",Lower risk,False
338,visagiei,Chrysochloridae,Visagies Golden Mole,"South Africa, Western Cape Prov., Gouna (54 mi. [87 km] E Calvinia).",Endangered,False
339,trevelyani,Chrysochloridae,Giant Golden Mole,"South Africa, Eastern Cape Prov., Pirie Forest, near King William's Town.",Endangered,False
340,villosus,Chrysochloridae,Rough-haired Golden Mole,"""Towards Natal"", near Durban, South Africa; see Roberts (1951:121).",Vulnerable,False
341,wintoni,Chrysochloridae,De Wintons Golden Mole,"South Africa, Northern Cape Prov., Little Namaqualand, Port Nolloth.",Vulnerable,False
342,zyli,Chrysochloridae,Van Zyls Golden Mole,"South Africa, Western Cape Prov., Compagnies Drift, 16 km inland from Lamberts Bay.",Endangered,False
343,granti,Chrysochloridae,Grants Golden Mole,"South Africa: Garies, south of Kamiesberg, Little Namaqualand, Northern Cape Prov.",Vulnerable,False
344,hottentotus,Chrysochloridae,Hottentot Golden Mole,"""Interior parts of South Africa"", Grahamstown, Eastern Cape Prov., South Africa.",Lower risk,False
345,leucorhinus,Chrysochloridae,Congo Golden Mole,"""Gulf of Guinea Coast, Congo.""",Lower risk,False
346,obtusirostris,Chrysochloridae,Yellow Golden Mole,"Coastal Mozambique, Inhambane, 24S.",Lower risk,False
347,tytonis,Chrysochloridae,Somali Golden Mole,"Somalia, Giohar (= Villaggio Duca degli Abruzzi).",Endangered,False
